key_1,AC No,PS No,Point,Longitude,Latitide,key
29_31 ,29,31,31 - Kunjamura S. B School,91.66187433,23.82536165,29_31 
29_32 ,29,32,32 - Nakhatala High  School,91.67521244,23.81994463,29_32 
29_33 ,29,33,33 - Bairagi Depa Nimna Buniyadi Vidyalaya,91.70153775,23.83068413,29_33 
29_34 ,29,34,34 - Nabajay Reang Para Nimna Buniyadi Vidyalaya,91.76144351,23.75106538,29_34 
29_35 ,29,35,35 - Ishta Brammachara High School,91.65341391,23.81992116,29_35 
29_36 ,29,36,36 - Gamai Bari High School (N/W),91.64275636,23.82531199,29_36 
29_37 ,29,37,37 - Gamai Bari High School (S/W),91.64275636,23.82531199,29_37 
29_38 ,29,38,38 - Lembu Chara Anganwadi Centre,91.63588627,23.82413232,29_38 
29_39 ,29,39,39 - Brammachara Uccha Vidyalaya(Purbangsha),91.64702573,23.80748809,29_39 
29_4 ,29,4,4 - Krishnapur Uccha Vidyalaya (Pashchimangsha),91.68130554,23.83233076,29_4 
29_40 ,29,40,40 - Brammachara Uccha Vidyalaya(Pashchimangsha),91.68130554,23.83233076,29_40 
29_41 ,29,41,41 - Purnachandra Karbang Para S.B.School,91.63444711,23.80456463,29_41 
29_42 ,29,42,42 - Rupachara S. B. School,91.62544169,23.78995572,29_42 
29_43 ,29,43,43 - Tuimadhu High School,91.68130554,23.83233076,29_43 
29_44 ,29,44,44 - Tuithampui High SchoolE/W),91.66571586,23.79098525,29_44 
29_45 ,29,45,45 - Tuithampui High School(Pashchimangsha),91.68130554,23.83233076,29_45 
29_46 ,29,46,46 - Hariram Sardar Para S.B. School,91.64275636,23.78995572,29_46 
29_47 ,29,47,47 - Hazrapara S.B. School,91.72621764,23.79371237,29_47 
29_48 ,29,48,48 - Kakrachara J.B. School,91.64275636,23.78995572,29_48 
29_49 ,29,49,49 - Malsom Bari Nimna Buniyadi Vidyalaya,91.75261901,23.78179601,29_49 
29_50 ,29,50,50 - Bilaihum Reang Para J.B.School,91.69718358,23.77984588,29_50 
29_6 ,29,6,6 - Mungia Bari H.S. School(W/W),91.70522125,23.88353405,29_6 
29_8 ,29,8,8 - Vashkar Chara Ninm Buniyadi Vidyalaya,91.70876117,23.90423069,29_8 
29_9 ,29,9,9 - Chandra Prasad Debbarma Para J.B. School,91.70130554,23.90233076,29_9 
3_1 ,3,1,1 - Bamutia Binodini High  School(N/W),91.28561016,23.95977764,3_1 
3_10 ,3,10,10 - Bamutia Shishutirtha,91.29106187,23.96531683,3_10 
3_11 ,3,11,11 - Bajalghat S.B. School,91.30351553,23.94432161,3_11 
3_13 ,3,13,13 - Bajalghat (Harijan) J.B.School,91.32014206,23.94877908,3_13 
3_14 ,3,14,14 - Fatikchara T.E.S.B. School,91.34640669,23.95334896,3_14 
3_15 ,3,15,15 - Fatikchara High  School(Uttarangsha),91.34100944,23.93932621,3_15 
3_16 ,3,16,16 - Fatikchara High School(Dakshinangsha),91.34100944,23.93932621,3_16 
3_17 ,3,17,17 - Kamalghat H.S. School(Uttarangsha),91.33516973,23.92892311,3_17 
3_18 ,3,18,18 - Kamalghat H.S. School(Dakshinangsha),91.33517099,23.92887071,3_18 
3_19 ,3,19,19 - Bhati Fatikchara (East) Para J.B.School,91.33214313,23.93560336,3_19 
3_2 ,3,2,2 - Bamutia Binodini High  School(S/W),91.28561016,23.95977764,3_2 
3_20 ,3,20,20 - Laxmansinghmura J.B.School,91.31682166,23.93585648,3_20 
3_21 ,3,21,21 - Harendranagar T.E.S.B. School,91.30247896,23.93293758,3_21 
3_22 ,3,22,22 - Lakshilunga T.E.J.B.School,91.29602324,23.92017356,3_22 
3_23 ,3,23,23 - Tebariya High School(Pashchimangsha),91.28039713,23.93072071,3_23 
3_24 ,3,24,24 - Tebariya High School(Purbangsha),91.28041939,23.93077496,3_24 
3_25 ,3,25,25 - Durgabari Colony S.B.School(Uttarangsha),91.28293885,23.91154323,3_25 
3_26 ,3,26,26 - Durgabari Colony S.B.School(Pashchimangsha),91.28293888,23.91155608,3_26 
3_27 ,3,27,27 - Bin Para AWC,91.30247896,23.93293758,3_27 
3_28 ,3,28,28 - Bhagalpur J.B.School(Pashchimangsha),91.24604696,23.92144407,3_28 
3_29 ,3,29,29 - Bhagalpur J.B.School(Uttarangsha),91.24606493,23.92147847,3_29 
3_3 ,3,3,3 - Rangutiya Ranjit Pathashala S.B.School(Uttarangsha),91.27500049,23.95496584,3_3 
3_30 ,3,30,30 - Narsinghar H.S. School (W/W),91.30247896,23.93293758,3_30 
3_31 ,3,31,31 - Narsinghar H.S. School (S/W),91.30247896,23.93293758,3_31 
3_32 ,3,32,32 - Nripen Chakraborty Smriti Bhavan,91.30247896,23.93293758,3_32 
3_33 ,3,33,33 - Uttar Ramnagar S.B.School(Pashchimangsha),91.26502265,23.90676947,3_33 
3_34 ,3,34,34 - Uttar Ramnagar S.B.School(Purbangsha),91.26497009,23.90671014,3_34 
3_35 ,3,35,35 - Duggangi J.B.School,91.27182768,23.90169266,3_35 
3_36 ,3,36,36 - Nabagram H.S.School(Uttarangsha),91.26376741,23.89561205,3_36 
3_37 ,3,37,37 - Nabagram H.S.School(Dakshinangsha),91.26392311,23.89563226,3_37 
3_38 ,3,38,38 - Rajnagar(Gandhigram) High School(Purbangsha),91.27729802,23.89075206,3_38 
3_39 ,3,39,39 - Gandhigram Fishery Office,91.28281435,23.88744871,3_39 
3_4 ,3,4,4 - Rangutiya Ranjit Pathashala S.B.School(Dakshinangsha),91.27499004,23.95496176,3_4 
3_40 ,3,40,40 - Rajnagar(Gandhigram) High School(Uttarangsha),91.30247896,23.93293758,3_40 
3_41 ,3,41,41 - Gandhigram H.S.School(Dakshinangsha),91.28252798,23.89969659,3_41 
3_42 ,3,42,42 - Gandhigram Samaj Shiksha Kendra,91.28252798,23.8996498,3_42 
3_43 ,3,43,43 - Gandhigram H.S.School(Uttarangsha),91.28331431,23.90292146,3_43 
3_44 ,3,44,44 - Lembuchara Panchayet Office,91.31314801,23.90742187,3_44 
3_45 ,3,45,45 - Rabikumar H.S.School(Pashchimangsha),91.31264448,23.90774644,3_45 
3_46 ,3,46,46 - Kalapaniya J.B.School,91.3160026,23.92337779,3_46 
3_47 ,3,47,47 - Jubatara Anganwari Centre,91.32126474,23.91753254,3_47 
3_48 ,3,48,48 - Sipaipara A.D.C.Village Office,91.32172428,23.91729617,3_48 
3_49 ,3,49,49 - Rabikumar H.S.School(Purbangsha),91.31266551,23.90846257,3_49 
3_5 ,3,5,5 - Berimura H. S. School (Dakshinangsha),91.28774404,23.94786469,3_5 
3_50 ,3,50,50 - Damdamiya Girls S.B.School,91.30713587,23.8966654,3_50 
3_51 ,3,51,51 - Malabati Para Nepali Basti S.B.School,91.32018202,23.89502825,3_51 
3_52 ,3,52,52 - Harekrishna Para Samaj Shiksha Kendra,91.30963887,23.8850291,3_52 
3_53 ,3,53,53 - Debram Thakur Para A.W.C,91.31943891,23.87506523,3_53 
3_6 ,3,6,6 - O/o the Sr.Manager  (S.D.O)Electrical ;TSECL; Bamutia,91.2865029,23.93400794,3_6 
3_7 ,3,7,7 - Berimura H. S. School(Uttarangsha),91.28786668,23.94877773,3_7 
3_8 ,3,8,8 - Berimura H.S. School(Purbangsha),91.28789527,23.94877738,3_8 
3_9 ,3,9,9 - Taltala H.S. School,91.29894627,23.9532359,3_9 
30_1 ,30,1,1 - No-2 Karaiya Mura  S.B. School,91.41280879,23.58000267,30_1 
30_10 ,30,10,10 - Barabari Biswachandra Para Junior Basic School(Purb Dik),91.45613319,23.62057885,30_10 
30_11 ,30,11,11 - Barabari Biswachandra Para Junior Basic School (W/W),91.45603428,23.62057896,30_11 
30_12 ,30,12,12 - Bagma Agriculture Sector Office,91.432623,23.562669,30_12 
30_13 ,30,13,13 - Khumpuilong High School,91.46490525,23.58621316,30_13 
30_14 ,30,14,14 - Manithang Bari Senior Basic School,91.46230896,23.60020211,30_14 
30_15 ,30,15,15 - West Khupilong Senior Basic School,91.44845953,23.57734566,30_15 
30_16 ,30,16,16 - Naldhepa J.B. School,91.46009775,23.567891,30_16 
30_17 ,30,17,17 - Barbhaiya High School,91.449118,23.565644,30_17 
30_18 ,30,18,18 - Barabhaiya Madhyapara Senior.Basic School,91.449018,23.569644,30_18 
30_19 ,30,19,19 - Barbhaiya Gaon Panchayet Office,91.432289,23.562734,30_19 
30_2 ,30,2,2 - Karaiya Mura Madhyapara S.B. School,91.40997523,23.58413767,30_2 
30_20 ,30,20,20 - Garjan Mura Uttar Para Community Hall,91.47568,23.558053,30_20 
30_21 ,30,21,21 - Gakulpur South Para Senior Basic School,91.4900994,23.550891,30_21 
30_22 ,30,22,22 - Purba Gakulpur Pashchim Para Senior Basic School,91.4965994,23.550891,30_22 
30_23 ,30,23,23 - Gakulpur High School (E/W),91.489944,23.5501,30_23 
30_24 ,30,24,24 - Gakulpur High School (West Wing),91.489944,23.5501,30_24 
30_25 ,30,25,25 - Office of the Deputy Director of Agriculture; Udaipur (E/W),91.478834,23.546788,30_25 
30_26 ,30,26,26 - Office of the Deputy Director of Agriculture; Udaipur(W/W),91.478656,23.546963,30_26 
30_27 ,30,27,27 - Office of The Executive Engineer-Agri Division,91.479277,23.546953,30_27 
30_28 ,30,28,28 - Raiyabari Higher Secondary School,91.503226,23.566194,30_28 
30_29 ,30,29,29 - Raiya Bari Gaon Panchayet Office,91.50436213,23.56862868,30_29 
30_3 ,30,3,3 - Bagabasa High School Purba Dik),91.409906,23.5585462,30_3 
30_30 ,30,30,30 - Tulsiram Bari S.B. School,91.4796377,23.63176018,30_30 
30_31 ,30,31,31 - Kachigang Community Hall,91.47989202,23.63154589,30_31 
30_32 ,30,32,32 - Thelakum Bari High School,91.50434395,23.66826258,30_32 
30_33 ,30,33,33 - No-3 Kalamurdum J.B. School,91.50304395,23.67826258,30_33 
30_34 ,30,34,34 - Tuichakmabari Junior Basic School,91.52132079,23.692339,30_34 
30_35 ,30,35,35 - Chaimaruyabari Senior Basic School.,91.5314836,23.65747253,30_35 
30_36 ,30,36,36 - Maithulong Bari High School,91.56051077,23.64147483,30_36 
30_37 ,30,37,37 - Taibakalai Bari Junior Basic School,91.56051077,23.65139538,30_37 
30_4 ,30,4,4 - Bagabasa High School(Pashchima Dik),91.409906,23.5585462,30_4 
30_40 ,30,40,40 - Tairupa Bari Higher Secondary School(E/W),91.527131,23.6683113,30_40 
30_41 ,30,41,41 - Tairupa Bari Higher Secondary School(W/W),91.727131,23.6083113,30_41 
30_42 ,30,42,42 - Office of the Deputy Collector And Magistrate-Killa,91.497131,23.5683113,30_42 
30_43 ,30,43,43 - Jain Bari Senior Basic School (E/W),91.505131,23.5713113,30_43 
30_44 ,30,44,44 - Jain Bari Senior Basic School (W/W),91.505131,23.5713113,30_44 
30_45 ,30,45,45 - Noabari Higher Secondary School,91.50405187,23.57191565,30_45 
30_46 ,30,46,46 - Kaintabari J.B. School,91.50905187,23.57391565,30_46 
30_47 ,30,47,47 - South  Brajendranagar Junior Basic School,91.546487,23.518541,30_47 
30_48 ,30,48,48 - Deowan Bari Senior Basic School,91.53377,23.557895,30_48 
30_49 ,30,49,49 - Pitra Higher Secondary School (E/W),91.525537,23.553941,30_49 
30_5 ,30,5,5 - Bagma Senior Basic School (Purba Dik),91.42405009,23.58265307,30_5 
30_50 ,30,50,50 - Pitra Higher Secondary School (W/W),91.525527,23.553941,30_50 
30_51 ,30,51,51 - Rajnagar High School(E/W),91.515562,23.5418,30_51 
30_52 ,30,52,52 - Rajnagar High School(W/W),91.515562,23.5418,30_52 
30_53 ,30,53,53 - Rajnagar High School (N/W),91.485562,23.531358,30_53 
30_54 ,30,54,54 - East Fotamati High School(E/W),91.549413,23.533545,30_54 
30_55 ,30,55,55 - East Fotamati High School(N/W),91.549413,23.533545,30_55 
30_56 ,30,56,56 - Fotamati S.B School,91.552339,23.548545,30_56 
30_57 ,30,57,57 - Kalamkhai Bari Senior Basic School,91.54493326,23.57887573,30_57 
30_58 ,30,58,58 - Pabitraram Bari Junior Basic School,91.5436581,23.5765649,30_58 
30_59 ,30,59,59 - Darjeeling Bari Senior Basic School,91.56761513,23.61873622,30_59 
30_6 ,30,6,6 - Bagma Senior Basic School(W/W),91.42386554,23.58267267,30_6 
30_61 ,30,61,61 - Devtamura High School (E/W),91.571092,23.56444,30_61 
30_62 ,30,62,62 - Devtamura High School (W/W),91.571092,23.56444,30_62 
30_66 ,30,66,66 - Kowai Mura Junior Basic School,91.5523393,23.5485456,30_66 
30_67 ,30,67,67 - Laxmipati Senior Basic School,91.564339,23.549545,30_67 
30_7 ,30,7,7 - South Bagma Samatal Para Higher Secondary School,91.42245308,23.57084438,30_7 
30_8 ,30,8,8 - Jalemabasanta Jamatia Para High School,91.44164246,23.59379267,30_8 
30_9 ,30,9,9 - Darkathang Para J.B. School,91.4416424,23.5977925,30_9 
31_1 ,31,1,1 - Tepania Kalibari Anganwadi Centre,91.45537519,23.53864068,31_1 
31_10 ,31,10,10 - Netaji Subhash Mahavidyalaya(E/W),91.46820786,23.54996018,31_10 
31_11 ,31,11,11 - Netaji Subhash Mahavidyalaya(W/W),91.46794628,23.54956053,31_11 
31_12 ,31,12,12 - Gakulpur Colony Higher Secondary School(E/W),91.47396931,23.54941783,31_12 
31_13 ,31,13,13 - Gakulpur Colony Higher Secondary School (W/W),91.47386859,23.54944979,31_13 
31_14 ,31,14,14 - Chatariya High School (Purbangsha),91.46509775,23.53483977,31_14 
31_15 ,31,15,15 - Chatariya High School(Pashchimangsha),91.46509775,23.53483977,31_15 
31_16 ,31,16,16 - Sataria High School(N/W),91.46509775,23.53483977,31_16 
31_17 ,31,17,17 - Chanban Junior Basic School(N/W),91.4837,23.5321,31_17 
31_18 ,31,18,18 - Chanban Junior Basic School(S/W),91.483701,23.5321,31_18 
31_19 ,31,19,19 - Udaipur Girls Higher Secondary School er Bording House,91.489423,23.542145,31_19 
31_2 ,31,2,2 - Gouranga Baishnab Para I.C.D.S. Centre,91.45495451,23.52893253,31_2 
31_20 ,31,20,20 - Udaipur Girls Higher Secondary School(EW),91.489423,23.542145,31_20 
31_21 ,31,21,21 - Udaipur Girls Higher Secondary School(Pashchimangsha),91.489423,23.542145,31_21 
31_22 ,31,22,22 - Udaipur Primary Makerting Co-Operative Society  Ltd,91.488394,23.542416,31_22 
31_23 ,31,23,23 - Office of the Assistant Engineer; Water Resource Sub-Division-I; Udaipur,91.490501,23.536093,31_23 
31_24 ,31,24,24 - Office of the Executive Engineer(R.D.),91.490501,23.536093,31_24 
31_25 ,31,25,25 - Udaipur Municipal Council Office,91.492665,23.540653,31_25 
31_26 ,31,26,26 - Sachindra Smriti Junior Basic School,91.49053,23.54505,31_26 
31_27 ,31,27,27 - Hariyananda Girls Higher Secondary School,91.49907,23.540085,31_27 
31_28 ,31,28,28 - Office of the Senior Manager; Electrical Sub-Division; Udaipur,91.49987,23.5385,31_28 
31_29 ,31,29,29 - East R.K.Pur Uccha Balika Vidyalaya (Pr. Bibhag),91.504755,23.533584,31_29 
31_3 ,31,3,3 - East Tepania Anganwadi Centre,91.45196453,23.54573523,31_3 
31_30 ,31,30,30 - Office of the Divisional Forest Officer,91.497342,23.536019,31_30 
31_31 ,31,31,31 - Office of the Executive Engineer; Water Resource; Udaipur,91.4998504,23.5355833,31_31 
31_32 ,31,32,32 - Office of the Executive Engineer( P.W.D) Division No-1,91.4973426,23.5360194,31_32 
31_33 ,31,33,33 - Tripura Fishery Training Institute; Udaipur,91.4960129,23.531065,31_33 
31_34 ,31,34,34 - Udaipur English Medium H.S. School,91.489526,23.530924,31_34 
31_35 ,31,35,35 - Office of the Assistant Engineer Drinking Water and Senitation. Division-2,91.48587621,23.53706956,31_35 
31_36 ,31,36,36 - K.B. Insatitiushan (Uttarangsha),91.488308,23.535255,31_36 
31_37 ,31,37,37 - K.B. Insatitiushan (Purbangsha),91.4875531,23.5358123,31_37 
31_38 ,31,38,38 - Rajarbag Senior Basic School(E/W),91.4809313,23.5418248,31_38 
31_39 ,31,39,39 - Rajarabag Senior Basic School(Pashchimangsha),91.4809313,23.5418248,31_39 
31_4 ,31,4,4 - Tepania Gaon Panchayat Office,91.45460592,23.54430061,31_4 
31_40 ,31,40,40 - Jitendra Mohan Smriti Anganwadi Centre,91.4833041,23.5421738,31_40 
31_41 ,31,41,41 - Kunja Smriti Anganwadi Centre,91.4833041,23.5421738,31_41 
31_42 ,31,42,42 - Ramesh Higher Secondary School(Uttarangsha),91.4837063,23.5321066,31_42 
31_43 ,31,43,43 - Ramesh Higher Secondary School(Dakshinangsha),91.4855623,23.5313582,31_43 
31_44 ,31,44,44 - Ramesh Higher Secondary School(Pashchimangsha),91.4837063,23.5321066,31_44 
31_45 ,31,45,45 - Khilpara Packs Office,91.47563,23.5263902,31_45 
31_46 ,31,46,46 - Khilpara Gram Panchayet Office,91.47564,23.5263943,31_46 
31_47 ,31,47,47 - Nanua Dhighir Par Junior Basic School,91.4753,23.5263,31_47 
31_48 ,31,48,48 - Khilpara Higher Secondary School(Uttarangsha),91.47528,23.52628,31_48 
31_49 ,31,49,49 - Khilpara Higher Secondary School(E/W),91.47528,23.52628,31_49 
31_5 ,31,5,5 - Tepania Colony High School(S/W),91.45355056,23.55014797,31_5 
31_50 ,31,50,50 - Khilpara Community Hall,91.4755,23.536348,31_50 
31_51 ,31,51,51 - Sitlabari Anganwadi Centre,91.47593,23.526,31_51 
31_52 ,31,52,52 - Rajdharnagar Senior Basic School(Purbangsha),91.4646687,23.511142,31_52 
31_53 ,31,53,53 - Rajdharnagar Senior Basic School(Pashchimangsha),91.4646687,23.511142,31_53 
31_54 ,31,54,54 - Rajdharnagar Anganwadi Centre,91.4626954,23.5172421,31_54 
31_55 ,31,55,55 - Jamjuri Higher Secondary School(Purbangsha),91.4301425,23.4978555,31_55 
31_56 ,31,56,56 - Jamjuri Higher Secondary School (Pashchimangsha),91.4301425,23.4978555,31_56 
31_6 ,31,6,6 - Tepania Colony High School(N/W),91.45355506,23.55014797,31_6 
31_7 ,31,7,7 - Industrial Estate; Dhajanagar,91.46543751,23.55122201,31_7 
31_8 ,31,8,8 - Gowalgao High School(N/W),91.46434395,23.5484563,31_8 
31_9 ,31,9,9 - Gowalgao High School(E/W),91.46434395,23.5484563,31_9 
32_1 ,32,1,1 - Hirapur High School (E/W),91.5464891,23.5185414,32_1 
32_10 ,32,10,10 - Sungrungbari S.B.  School(W/W),91.5706075,23.515093,32_10 
32_12 ,32,12,12 - Taiharchung Junior Basic School,91.5706075,23.515093,32_12 
32_13 ,32,13,13 - Krishna Bhakta Senior Basic School,91.5464879,23.51518541,32_13 
32_14 ,32,14,14 - Gathalong Junior Basic School,91.526073,23.526288,32_14 
32_15 ,32,15,15 - Kaluadhepa Senior Basic School (E/W),91.5229589,23.5269629,32_15 
32_16 ,32,16,16 - Kaluadhepa Senior Basic School(W/W),91.5229589,23.5269629,32_16 
32_17 ,32,17,17 - Office of the Deputy Genarel Manager; Electric Division No-4,91.5154589,23.5309629,32_17 
32_18 ,32,18,18 - No 2 Fulkumari Anganwadi Centre,91.5119589,23.5309629,32_18 
32_19 ,32,19,19 - East Radhakishorepur Girls High School(E/W),91.5028436,23.5346194,32_19 
32_2 ,32,2,2 - Hirapur High School(W/W),91.5464891,23.5185414,32_2 
32_20 ,32,20,20 - East Radhakishorepur Girls High School(W/W),91.5028436,23.5346194,32_20 
32_21 ,32,21,21 - Tripura Sundari Higher Secondary School(E/W),91.5048436,23.5286094,32_21 
32_22 ,32,22,22 - Tripura Sundari Higher Secondary School(W/W),91.5048436,23.5160094,32_22 
32_23 ,32,23,23 - Matangini Hajra Balika Vidyalaya,91.5018436,23.5268042,32_23 
32_24 ,32,24,24 - 1 No Fulkumari Anganwadi Centre,91.5018436,23.5218042,32_24 
32_25 ,32,25,25 - Fulkumari High School,91.5024436,23.5218042,32_25 
32_26 ,32,26,26 - Matarbari Higher Secondary School(E/W),91.4969,23.5050142,32_26 
32_27 ,32,27,27 - Matarbari Higher Secondary School(W/W),91.4969,23.5050142,32_27 
32_28 ,32,28,28 - Matarbari Higher Secondary School (N/W),91.4969,23.5050142,32_28 
32_29 ,32,29,29 - Shitlabari ICDS Centre,91.4953089,23.508442,32_29 
32_3 ,32,3,3 - Maharani Theshil Kachhari,91.5464879,23.5185414,32_3 
32_30 ,32,30,30 - Office of the BDO; Matarbari R.D. Block,91.5018436,23.5050042,32_30 
32_31 ,32,31,31 - Matarbari Theshil Kachari,91.4969,23.5050152,32_31 
32_32 ,32,32,32 - Chandrapur Higher Secondary School(E/W),91.4905243,23.4935824,32_32 
32_33 ,32,33,33 - Chandrapur Higher Secondary School(N/W),91.4905243,23.4935824,32_33 
32_34 ,32,34,34 - Chandrapur Higher Secondary School(W/W),91.4905243,23.4935824,32_34 
32_35 ,32,35,35 - Chandrapur Girls High School,91.4875243,23.4935824,32_35 
32_36 ,32,36,36 - Chandrapur Junior Basic School,91.4855243,23.4935824,32_36 
32_37 ,32,37,37 - Chandrapur Khil J.B. School,91.48530024,23.4933824,32_37 
32_38 ,32,38,38 - Chandrapur Social Education Sector Office,91.4905243,23.4933824,32_38 
32_39 ,32,39,39 - Chandrapur Colony H.S. School (E/W),91.4905253,23.4930824,32_39 
32_4 ,32,4,4 - Maharani Colony S.B; School,91.5706075,23.515093,32_4 
32_40 ,32,40,40 - Chandrapur Colony Higher Secondary School (W/W),91.4905253,23.4930824,32_40 
32_41 ,32,41,41 - Jolaibari High School(E/W),91.52364627,23.45904645,32_41 
32_42 ,32,42,42 - Jolaibari High School(W/W),91.52364627,23.45904645,32_42 
32_43 ,32,43,43 - Barabari S.B. School,91.53178715,23.4455887,32_43 
32_44 ,32,44,44 - Peratiya Gao Panchayet Office,91.4965677,23.4418042,32_44 
32_45 ,32,45,45 - Jualikhamar Junior Basic School,91.4470322,23.4961295,32_45 
32_46 ,32,46,46 - Murapara High School(E/W),91.4470522,23.508129,32_46 
32_47 ,32,47,47 - Murapara High School(W/W),91.4470522,23.508129,32_47 
32_48 ,32,48,48 - Dakshin Murapara Gram Panchayat Office,91.4470322,23.5061295,32_48 
32_49 ,32,49,49 - Murapara Sastri Colony High School(E/W),91.4847375,23.5328697,32_49 
32_5 ,32,5,5 - Gamaria Higher Secondary School(E/W),91.5464879,23.5185414,32_5 
32_50 ,32,50,50 - Murapara Sastri Colony High School(W/W),91.4847375,23.5328697,32_50 
32_51 ,32,51,51 - Pauramura High School (E/W),91.4523071,23.5035435,32_51 
32_52 ,32,52,52 - Pauramura High School (W/W),91.4523071,23.5035435,32_52 
32_53 ,32,53,53 - Holakhet High School,91.4506656,23.5162373,32_53 
32_54 ,32,54,54 - Garjee Simsima High School(E/W),91.459983,23.4467339,32_54 
32_55 ,32,55,55 - Garjee Simsima High School(W/W),91.459983,23.4467349,32_55 
32_56 ,32,56,56 - Chungthingchara Junior Basic School,91.4529541,23.4497175,32_56 
32_57 ,32,57,57 - Tulamura Forest Bit Office,91.4529541,23.4417175,32_57 
32_58 ,32,58,58 - Sadar Para High School,91.47727497,23.43568228,32_58 
32_59 ,32,59,59 - Garjee Patachara Senior Basic School(E/W),91.490011,23.428482,32_59 
32_6 ,32,6,6 - Gamaria Higher Secondary School(W/W),91.5464879,23.5185414,32_6 
32_60 ,32,60,60 - Garjee Patachara Senior Basic School(S/W),91.490011,23.428482,32_60 
32_61 ,32,61,61 - Garjji Forest Bit Office,91.49797663,23.43433538,32_61 
32_62 ,32,62,62 - Garjji Bazar Higher Secondary School(Purbangsha),91.499906,23.43233538,32_62 
32_63 ,32,63,63 - Garjji Bazar Higher Secondary School(Pashchimangsha),91.499906,23.43233538,32_63 
32_7 ,32,7,7 - 1 No Chaygaria Senior Basic School(E/W),91.5706075,23.515093,32_7 
32_8 ,32,8,8 - 1 No Chaygaria Senior Basic School(W/W),91.5706075,23.515093,32_8 
32_9 ,32,9,9 - Sungrungbari S.B. School(E/W),91.5706075,23.515093,32_9 
33_1 ,33,1,1 - Garjanmura Higher Secondary School(E/W),91.43611,23.5348364,33_1 
33_10 ,33,10,10 - Totamura High School(E/W),91.4330129,23.533065,33_10 
33_11 ,33,11,11 - Totamura High School(W/W),91.4330129,23.533065,33_11 
33_12 ,33,12,12 - Shilghati High School(E/W),91.4068043,23.5258401,33_12 
33_13 ,33,13,13 - Shilghati High School(W/W),91.4068043,23.5248401,33_13 
33_14 ,33,14,14 - Kishoreganj Senior Basic School(E/W),91.3968043,23.4878401,33_14 
33_15 ,33,15,15 - Kishoreganj Senior Basic School(W/W),91.3968043,23.4898401,33_15 
33_16 ,33,16,16 - Kushamara Gaon Panchayet Office,91.3978043,23.4978401,33_16 
33_17 ,33,17,17 - Surendranagar Anganwadi Centre,91.3958043,23.48798401,33_17 
33_18 ,33,18,18 - Kushamara Senior Basic School(E/W),91.3968043,23.4948401,33_18 
33_19 ,33,19,19 - Kushamara Senior Basic. School(W/W),91.3968043,23.4948401,33_19 
33_2 ,33,2,2 - Garjanmura Higher Secondary School(W/W),91.43611,23.5348364,33_2 
33_20 ,33,20,20 - Lolanga Senior Basic School,91.4474595,23.5048364,33_20 
33_21 ,33,21,21 - Palatana Higher Secondary School (E/W),91.442309,23.508744,33_21 
33_22 ,33,22,22 - Palatana Higher Secondary School (W/W),91.442309,23.508744,33_22 
33_23 ,33,23,23 - Dakamachhara Junior Basic School,91.440308,23.506744,33_23 
33_24 ,33,24,24 - Purba Palatana Bazar Area Anganwadi Centre,91.4472062,23.5124392,33_24 
33_25 ,33,25,25 - Shalgara Bedi S.B. School,91.446611,23.4988364,33_25 
33_26 ,33,26,26 - Dudh Pushkarini Pashchima Para Anganwadi Centre,91.436611,23.4948364,33_26 
33_27 ,33,27,27 - Dudh Pushkarini High School,91.438611,23.4988364,33_27 
33_28 ,33,28,28 - Gangachara Higher Secondary School (E/W),91.436611,23.4948364,33_28 
